SysTime,Real_UAV_X,Real_UAV_Y,Real_UAV_Z,Real_Boat_X,Real_Boat_Y,Real_Boat_Z,Real_UAV_VZ,Real_Boat_VZ
1.77485e+09,1.21009,16.8651,0.745044,2.7067,16.2402,0.242985,-2.0541,-1.62708e-05
1.77485e+09,1.28129,16.9221,0.694069,2.70908,16.2545,0.242985,-2.02315,-1.62708e-05
1.77485e+09,1.31936,16.9507,0.667885,2.71119,16.2671,0.242985,-2.00486,-1.62708e-05
1.77485e+09,1.35508,16.9764,0.643935,2.71327,16.2796,0.242984,-1.98655,-1.62708e-05
1.77485e+09,1.39435,17.0036,0.618247,2.71538,16.2923,0.242984,-1.96523,-1.62708e-05
1.77485e+09,1.42494,17.0239,0.598681,2.7175,16.305,0.19815,-1.94779,-1.72061e-05
1.77485e+09,1.42494,17.0239,0.598681,2.72008,16.3205,0.19815,-1.94779,-1.72061e-05
1.77485e+09,1.52158,17.084,0.539201,2.72256,16.3353,0.19815,-1.88832,-1.72061e-05
1.77485e+09,1.56279,17.1078,0.51483,2.72483,16.349,0.198149,-1.86084,-1.72061e-05
1.77485e+09,1.60112,17.129,0.492659,2.72694,16.3616,0.198149,-1.83406,-1.72061e-05
1.77485e+09,1.64935,17.1546,0.465411,2.7291,16.3746,0.198149,-1.79871,-1.72061e-05
1.77485e+09,1.6849,17.1726,0.445774,2.73128,16.3877,0.198149,-1.7715,-1.72061e-05
1.77485e+09,1.71082,17.1853,0.431683,2.73363,16.4018,0.151336,-1.75106,-1.80784e-05
1.77485e+09,1.77253,17.2143,0.398889,2.73606,16.4164,0.151335,-1.70056,-1.80784e-05
1.77485e+09,1.8213,17.2358,0.373692,2.73818,16.4291,0.151335,-1.65877,-1.80784e-05
1.77485e+09,1.86352,17.2536,0.35237,2.74032,16.4419,0.151335,-1.62124,-1.80784e-05
1.77485e+09,1.90241,17.2693,0.333128,2.74245,16.4547,0.151335,-1.58566,-1.80784e-05
1.77485e+09,1.94439,17.2855,0.312769,2.74458,16.4675,0.151334,-1.54634,-1.80784e-05
