Time,UAV_X,UAV_Y,UAV_Z,Boat_X,Boat_Y,Boat_Z,Dist_XY,Dist_Z,Rel_Speed,Rel_VZ,Wave_Z,Success,Reason
1.77331e+09,3.16403,17.8199,-1.08006,3.25771,19.5462,0.0374299,1.72889,1.11749,1.29362,1.28511,0.0374299,0,Timeout_Fail
1.77331e+09,3.30841,20.0965,0.719348,3.33075,19.9845,0.796589,0.114215,0.0772408,0.483986,0.37936,0.796589,1,Touchdown_Success
1.77331e+09,2.96682,17.8142,-0.108122,2.92244,17.5346,0.152129,0.283062,0.260251,0.143913,0.0740777,0.152129,1,Timeout_Acceptable
1.77331e+09,4.49249,25.7415,0.741924,4.13657,24.8194,-0.301127,0.988392,1.04305,3.71895,3.25698,-0.301127,0,Timeout_Fail
1.77331e+09,3.30101,20.2703,0.78485,3.31861,19.9117,0.589171,0.359095,0.19568,1.32793,0.0191706,0.589171,1,Timeout_Acceptable
1.77331e+09,3.83579,28.6104,-5.26621,3.88186,23.2911,0.236943,5.31946,5.50316,15.3712,7.26633,0.236943,0,Timeout_Fail
1.77331e+09,3.48372,19.7719,1.51382,3.17653,19.0592,0.779403,0.776126,0.734417,2.40837,2.1953,0.779403,0,Timeout_Fail
1.77331e+09,2.57482,16.3471,0.438658,2.72182,16.3309,-0.0628044,0.147881,0.501463,0.58409,0.0232207,-0.0628044,0,Timeout_Fail
1.77331e+09,3.08565,19.6458,0.37582,3.26495,19.5897,0.0233547,0.187883,0.352465,2.03987,0.318934,0.0233547,1,Timeout_Acceptable
1.77331e+09,3.08565,19.6458,0.37582,3.26495,19.5897,0.0233547,0.187883,0.352465,2.03987,0.318934,0.0233547,1,Timeout_Acceptable
1.77331e+09,3.32934,19.9764,-0.683424,3.27937,19.6762,-0.761773,0.304296,0.078349,0.264893,0.260091,-0.761773,1,Timeout_Acceptable
1.77331e+09,3.18134,19.0861,0.47823,3.1447,18.8682,0.572836,0.220912,0.0946058,0.437794,0.398231,0.572836,1,Touchdown_Success
